Date,Day,제주Ava,제주H/U,제주Sold,제주Occ%,제주ADR,제주Rm Rev.,제주FB Rev.,남원Ava,남원H/U,남원Sold,남원Occ%,남원ADR,남원Rm Rev.,남원FB Rev.,경주Ava,경주H/U,경주Sold,경주Occ%,경주ADR,경주Rm Rev.,경주FB Rev.,낙산Ava,낙산H/U,낙산Sold,낙산Occ%,낙산ADR,낙산Rm Rev.,낙산FB Rev.,드림Ava,드림H/U,드림Sold,드림Occ%,드림ADR,드림Rm Rev.,드림FB Rev.,도고Ava,도고H/U,도고Sold,도고Occ%,도고ADR,도고Rm Rev.,도고FB Rev.,가평Ava,가평H/U,가평Sold,가평Occ%,가평ADR,가평Rm Rev.,가평FB Rev.
2016-09-21,Wed,90.0,0.0,64.0,71.1,"119,673","7,659,098","1,395,264",0.0,0.0,0.0,0.0,0,"3,900,197","3,128,989",34.0,0.0,22.0,64.7,"94,759","2,084,690","215,728",0.0,0.0,0.0,0.0,0,"729,145",0,98.0,0.0,15.0,15.3,"94,242","1,413,634","760,000",0.0,0.0,0.0,0.0,0,"4,400,000",0,0.0,0.0,0.0,0.0,0,"2,300,000",0
2016-09-22,Thu,90.0,0.0,85.0,94.4,"125,403","10,659,258","1,657,899",0.0,0.0,0.0,0.0,0,"5,197,759","2,230,887",34.0,0.0,20.0,58.8,"94,724","1,894,477",0,0.0,0.0,0.0,0.0,0,"794,365",0,98.0,0.0,34.0,34.7,"320,184","10,886,271",0,0.0,0.0,0.0,0.0,0,"1,440,000",0,,,,,,,
2016-09-23,Fri,90.0,0.0,83.0,92.2,"161,935","13,440,609","1,536,627",0.0,0.0,0.0,0.0,0,"5,131,252",0,34.0,0.0,15.0,44.1,"108,827","1,632,407","253,273",0.0,0.0,0.0,0.0,0,"2,616,098",0,96.0,1.0,74.0,77.1,"99,122","7,334,994",0,0.0,0.0,0.0,0.0,0,"3,805,000",0,0.0,0.0,0.0,0.0,0,"2,600,000",0
2016-09-24,Sat,90.0,0.0,85.0,94.4,"169,290","14,389,689","1,888,352",0.0,0.0,0.0,0.0,0,"8,528,193","81,817",34.0,0.0,21.0,61.8,"147,911","3,106,128","263,639",0.0,0.0,0.0,0.0,0,"4,335,021","68,181",95.0,2.0,14.0,14.7,"83,065","1,162,908",0,0.0,0.0,0.0,0.0,0,"3,600,000",0,0.0,0.0,0.0,0.0,0,"1,700,000",0
2016-09-25,Sun,90.0,0.0,87.0,96.7,"121,720","10,589,599","1,341,173",0.0,0.0,0.0,0.0,0,"1,253,202",0,34.0,0.0,10.0,29.4,"104,352","1,043,519","363,640",0.0,0.0,0.0,0.0,0,"1,442,074",0,97.0,0.0,16.0,16.5,"116,364","1,861,817",0,0.0,0.0,0.0,0.0,0,"600,000",0,0.0,0.0,0.0,0.0,0,"1,909,645",0
2016-09-26,Mon,90.0,0.0,88.0,97.8,"122,035","10,739,055","2,061,498",0.0,0.0,0.0,0.0,0,"863,521",0,34.0,0.0,13.0,38.2,"99,758","1,296,860","27,273",0.0,0.0,0.0,0.0,0,"1,173,005",0,98.0,0.0,24.0,24.5,"115,114","2,762,726",0,,,,,,,,,,,,,,
2016-09-27,Tue,90.0,0.0,89.0,98.9,"123,055","10,951,866","2,068,702",0.0,0.0,0.0,0.0,0,"4,595,436",0,34.0,0.0,24.0,70.6,"96,753","2,322,075","153,365",0.0,0.0,0.0,0.0,0,"809,240",0,98.0,0.0,55.0,56.1,"101,124","5,561,816",0,0.0,0.0,0.0,0.0,0,"1,200,000",0,0.0,0.0,0.0,0.0,0,"3,300,000",0
2016-09-28,Wed,90.0,0.0,88.0,97.8,"121,834","10,721,412","1,875,428",0.0,0.0,0.0,0.0,0,"745,454",0,34.0,0.0,23.0,67.6,"101,137","2,326,148","500,005",0.0,0.0,0.0,0.0,0,"542,546",0,97.0,1.0,33.0,34.0,"107,658","3,552,725",0,0.0,0.0,0.0,0.0,0,"2,800,000",0,0.0,0.0,0.0,0.0,0,"2,100,000",0
2016-09-29,Thu,90.0,0.0,87.0,96.7,"129,322","11,251,045","1,365,655",0.0,0.0,0.0,0.0,0,"4,831,801",0,34.0,0.0,3.0,8.8,"96,848","290,545","409,095",0.0,0.0,0.0,0.0,0,"1,239,271",0,98.0,0.0,6.0,6.1,"112,121","672,727",0,,,,,,,,0.0,0.0,0.0,0.0,0,"3,400,000",0
2016-09-30,Fri,90.0,0.0,58.0,64.4,"178,077","10,328,474","1,024,405",0.0,0.0,0.0,0.0,0,"5,503,716",0,34.0,0.0,12.0,35.3,"118,985","1,427,816","70,364",0.0,0.0,0.0,0.0,0,"3,597,659",0,97.0,0.0,7.0,7.2,"58,287","408,007",0,0.0,0.0,0.0,0.0,0,"7,700,000",0,0.0,0.0,0.0,0.0,0,"2,200,000",0
2016-10-01,Sat,90.0,0.0,88.0,97.8,"182,585","16,067,491","1,916,627",0.0,0.0,0.0,0.0,0,"10,262,540",0,34.0,0.0,34.0,100.0,"158,114","5,375,866","336,367",0.0,0.0,0.0,0.0,0,"5,518,279",0,97.0,0.0,21.0,21.6,"84,350","1,771,359",0,,,,,,,,,,,,,,
2016-10-02,Sun,90.0,0.0,90.0,100.0,"174,248","15,682,346","2,240,307",0.0,0.0,0.0,0.0,0,"10,215,539","90,000",34.0,0.0,33.0,97.1,"164,413","5,425,618","663,643",0.0,0.0,0.0,0.0,0,"5,460,366",0,96.0,1.0,21.0,21.9,"124,342","2,611,172",0,0.0,0.0,0.0,0.0,0,"1,200,000",0,,,,,,,
2016-10-03,Mon,90.0,0.0,69.0,76.7,"162,760","11,230,449","1,570,129",0.0,0.0,0.0,0.0,0,"3,455,545","124,091",34.0,0.0,10.0,29.4,"90,545","905,451","536,368",0.0,0.0,0.0,0.0,0,"2,501,402",0,98.0,0.0,1.0,1.0,"72,727","72,727",0,,,,,,,,,,,,,,
2016-10-04,Tue,90.0,0.0,86.0,95.6,"133,176","11,453,141","1,695,855",0.0,0.0,0.0,0.0,0,"2,414,999","332,723",34.0,0.0,19.0,55.9,"90,744","1,724,132","192,910",0.0,0.0,0.0,0.0,0,"1,528,596",0,98.0,0.0,2.0,2.0,"81,818","163,636",0,,,,,,,,,,,,,,
2016-10-05,Wed,90.0,0.0,87.0,96.7,"129,453","11,262,448","1,370,175",59.0,0.0,54.0,91.5,"139,697","7,543,616","47,272",34.0,0.0,18.0,52.9,"90,775","1,633,951","63,637",35.0,0.0,10.0,28.6,"94,115","941,145","136,365",98.0,0.0,9.0,9.2,"91,010","819,090",0,0.0,0.0,0.0,0.0,0,"1,200,000",0,0.0,0.0,0.0,0.0,0,"1,700,000",0
2016-10-06,Thu,90.0,0.0,67.0,74.4,"128,378","8,601,310","981,722",59.0,0.0,54.0,91.5,"136,666","7,379,979","49,091",34.0,0.0,23.0,67.6,"99,965","2,299,200","34,000",35.0,0.0,22.0,62.9,"90,184","1,984,056","150,001",98.0,0.0,62.0,63.3,"99,501","6,169,090",0,,,,,,,,,,,,,,
2016-10-07,Fri,90.0,0.0,65.0,72.2,"171,547","11,150,547","953,130",59.0,0.0,55.0,93.2,"143,226","7,877,411","76,365",34.0,0.0,15.0,44.1,"100,891","1,513,361","209,093",35.0,0.0,22.0,62.9,"120,885","2,659,476","422,731",97.0,0.0,42.0,43.3,"104,723","4,398,361",0,0.0,0.0,0.0,0.0,0,"1,120,000",0,0.0,0.0,0.0,0.0,0,"2,100,000",0
2016-10-08,Sat,90.0,0.0,71.0,78.9,"174,073","12,359,179","1,526,672",59.0,0.0,59.0,100.0,"158,526","9,353,056","32,727",34.0,0.0,24.0,70.6,"155,842","3,740,213","154,547",35.0,0.0,32.0,91.4,"144,937","4,637,981","668,188",97.0,0.0,19.0,19.6,"136,698","2,597,268",0,0.0,0.0,0.0,0.0,0,"2,960,000",0,0.0,0.0,0.0,0.0,0,"1,300,000",0
2016-10-09,Sun,90.0,0.0,71.0,78.9,"125,451","8,907,024","1,642,854",59.0,0.0,9.0,15.3,"97,262","875,361","82,727",34.0,0.0,19.0,55.9,"100,813","1,915,453","545,460",35.0,0.0,15.0,42.9,"85,804","1,287,067","122,728",97.0,1.0,2.0,2.1,"36,364","72,727","109,092",0.0,0.0,0.0,0.0,0,"1,700,000",0,,,,,,,
2016-10-10,Mon,90.0,0.0,70.0,77.8,"126,427","8,849,864","1,506,354",59.0,0.0,46.0,78.0,"107,955","4,965,939","131,819",34.0,0.0,9.0,26.5,"90,352","813,168","145,092",35.0,0.0,18.0,51.4,"56,291","1,013,236","54,546",97.0,1.0,48.0,49.5,"93,456","4,485,905",0,,,,,,,,,,,,,,
2016-10-11,Tue,90.0,0.0,71.0,78.9,"112,315","7,974,382","1,244,402",59.0,0.0,44.0,74.6,"117,624","5,175,437","23,636",34.0,0.0,8.0,23.5,"89,321","714,564","106,728",35.0,0.0,32.0,91.4,"123,039","3,937,262","758,176",92.0,6.0,17.0,18.5,"98,476","1,674,089","760,000",0.0,0.0,0.0,0.0,0,"10,640,000",0,,,,,,,
2016-10-12,Wed,90.0,0.0,70.0,77.8,"115,280","8,069,621","1,137,001",59.0,0.0,20.0,33.9,"121,390","2,427,809","47,273",34.0,0.0,9.0,26.5,"92,107","828,962","51,000",34.0,1.0,24.0,70.6,"102,532","2,460,772","968,182",98.0,0.0,26.0,26.5,"113,059","2,939,542",0,0.0,0.0,0.0,0.0,0,"6,114,540",0,0.0,0.0,0.0,0.0,0,"6,400,000",0
2016-10-13,Thu,90.0,0.0,66.0,73.3,"118,599","7,827,566","1,070,310",59.0,0.0,43.0,72.9,"118,340","5,088,619","119,091",34.0,0.0,14.0,41.2,"101,530","1,421,415","104,364",35.0,0.0,26.0,74.3,"99,539","2,588,025","109,092",98.0,0.0,7.0,7.1,"114,480","801,361",0,,,,,,,,0.0,0.0,0.0,0.0,0,"2,000,000",0
2016-10-14,Fri,90.0,0.0,73.0,81.1,"164,790","12,029,688","1,334,629",59.0,0.0,40.0,67.8,"152,370","6,094,799","410,907",34.0,0.0,24.0,70.6,"121,250","2,909,996","286,183",35.0,0.0,28.0,80.0,"138,279","3,871,803","395,458",97.0,0.0,53.0,54.6,"105,434","5,587,997",0,0.0,0.0,0.0,0.0,0,"5,680,000",0,0.0,0.0,0.0,0.0,0,"900,000",0
2016-10-15,Sat,90.0,0.0,90.0,100.0,"169,104","15,219,381","1,964,402",59.0,0.0,59.0,100.0,"159,696","9,422,070","1,285,451",34.0,0.0,33.0,97.1,"170,452","5,624,927","250,001",35.0,0.0,34.0,97.1,"144,683","4,919,210","545,459",97.0,0.0,40.0,41.2,"110,945","4,437,811",0,0.0,0.0,0.0,0.0,0,"160,000",0,0.0,0.0,0.0,0.0,0,"5,600,000",0
2016-10-16,Sun,90.0,0.0,85.0,94.4,"116,725","9,921,667","1,557,355",59.0,0.0,27.0,45.8,"119,927","3,238,023","733,633",34.0,0.0,29.0,85.3,"95,645","2,773,715","490,913",35.0,0.0,26.0,74.3,"95,481","2,482,506","286,365",97.0,1.0,4.0,4.1,"84,091","336,363","145,456",0.0,0.0,0.0,0.0,0,"1,200,000",0,,,,,,,
2016-10-17,Mon,90.0,0.0,85.0,94.4,"117,636","9,999,046","1,864,489",59.0,0.0,16.0,27.1,"126,988","2,031,810","227,272",34.0,0.0,25.0,73.5,"104,426","2,610,655","218,184",34.0,0.0,29.0,85.3,"96,402","2,795,652","136,365",97.0,1.0,82.0,84.5,"80,931","6,636,350",0,,,,,,,,,,,,,,
2016-10-18,Tue,90.0,0.0,85.0,94.4,"112,068","9,525,751","1,703,448",59.0,0.0,45.0,76.3,"97,131","4,370,897","84,545",34.0,0.0,29.0,85.3,"98,696","2,862,197","318,185",35.0,0.0,30.0,85.7,"102,297","3,068,904","81,819",98.0,0.0,17.0,17.3,"84,920","1,443,634",0,0.0,0.0,0.0,0.0,0,"1,500,000",0,,,,,,,
2016-10-19,Wed,90.0,0.0,70.0,77.8,"113,436","7,940,495","1,223,722",59.0,0.0,12.0,20.3,"111,443","1,337,314","23,636",34.0,0.0,32.0,94.1,"93,795","3,001,442","145,456",35.0,0.0,24.0,68.6,"92,497","2,219,938","268,183",98.0,0.0,17.0,17.3,"94,198","1,601,361",0,0.0,0.0,0.0,0.0,0,"2,960,000",0,,,,,,,
2016-10-20,Thu,87.0,0.0,84.0,96.6,"125,641","10,553,851","1,864,810",59.0,0.0,54.0,91.5,"139,747","7,546,343","1,759,969",34.0,0.0,30.0,88.2,"91,201","2,736,043","136,365",35.0,0.0,22.0,62.9,"92,268","2,029,906","177,274",98.0,0.0,11.0,11.2,"87,438","961,813",0,0.0,0.0,0.0,0.0,0,"3,660,000",0,0.0,0.0,0.0,0.0,0,"1,300,000",0
2016-10-21,Fri,90.0,0.0,80.0,88.9,"164,235","13,138,767","1,838,761",59.0,0.0,59.0,100.0,"153,223","9,040,160","2,372,708",34.0,0.0,33.0,97.1,"120,300","3,969,915","224,910",35.0,0.0,31.0,88.6,"133,251","4,130,768","463,641",97.0,0.0,14.0,14.4,"112,669","1,577,361",0,0.0,0.0,0.0,0.0,0,"8,530,000",0,0.0,0.0,0.0,0.0,0,"3,700,000",0
2016-10-22,Sat,90.0,0.0,86.0,95.6,"168,784","14,515,401","1,720,533",59.0,0.0,56.0,94.9,"159,362","8,924,247","618,182",34.0,0.0,27.0,79.4,"146,864","3,965,318","109,092",35.0,0.0,33.0,94.3,"154,721","5,105,801","951,825",93.0,4.0,36.0,38.7,"113,835","4,098,077",0,0.0,0.0,0.0,0.0,0,"2,720,000",0,0.0,0.0,0.0,0.0,0,"5,100,000",0
2016-10-23,Sun,90.0,0.0,72.0,80.0,"122,966","8,853,570","1,581,038",59.0,0.0,26.0,44.1,"93,881","2,440,899","332,724",34.0,0.0,15.0,44.1,"91,582","1,373,731","800,008",35.0,0.0,21.0,60.0,"96,697","2,030,632","318,185",97.0,1.0,3.0,3.1,"94,242","282,727","109,092",0.0,0.0,0.0,0.0,0,"4,320,000",0,,,,,,,
2016-10-24,Mon,88.0,0.0,53.0,60.2,"113,479","6,014,375","1,064,356",59.0,0.0,36.0,61.0,"114,569","4,124,477","263,634",34.0,0.0,30.0,88.2,"95,498","2,864,937","153,365",34.0,0.0,13.0,38.2,"106,064","1,378,833","172,729",97.0,1.0,83.0,85.6,"83,412","6,923,169",0,,,,,,,,0.0,0.0,0.0,0.0,0,"8,720,000",0
2016-10-25,Tue,86.0,2.0,37.0,43.0,"109,724","4,059,806","735,450",59.0,0.0,49.0,83.1,"108,244","5,303,977","45,454",34.0,0.0,14.0,41.2,"103,913","1,454,786","118,183",34.0,0.0,8.0,23.5,"108,738","869,903","9,091",97.0,1.0,42.0,43.3,"97,554","4,097,267",0,0.0,0.0,0.0,0.0,0,"2,400,000",0,0.0,0.0,0.0,0.0,0,"800,000",0
2016-10-26,Wed,90.0,0.0,69.0,76.7,"125,511","8,660,230","1,633,815",59.0,0.0,41.0,69.5,"114,612","4,699,077","121,818",34.0,0.0,22.0,64.7,"100,731","2,216,073","181,820",34.0,0.0,22.0,64.7,"99,717","2,193,779","118,183",97.0,1.0,93.0,95.9,"85,665","7,966,801",0,0.0,0.0,0.0,0.0,0,"2,480,000",0,0.0,0.0,0.0,0.0,0,"2,700,000",0
2016-10-27,Thu,90.0,0.0,72.0,80.0,"127,010","9,144,691","1,674,814",59.0,0.0,51.0,86.4,"113,351","5,780,892","170,000",34.0,0.0,31.0,91.2,"108,504","3,363,630","3,236,366",34.0,1.0,16.0,47.1,"111,146","1,778,333","81,819",74.0,24.0,58.0,78.4,"146,054","8,471,104","4,612,000",0.0,0.0,0.0,0.0,0,"3,160,000",0,,,,,,,
2016-10-28,Fri,90.0,0.0,81.0,90.0,"162,947","13,198,716","1,691,672",59.0,0.0,54.0,91.5,"136,929","7,394,183","544,545",34.0,0.0,34.0,100.0,"123,401","4,195,626","1,020,640",35.0,0.0,31.0,88.6,"129,688","4,020,320","381,822",75.0,22.0,62.0,82.7,"146,254","9,067,764","1,179,455",0.0,0.0,0.0,0.0,0,"1,760,000",0,0.0,0.0,0.0,0.0,0,"2,000,000",0
2016-10-29,Sat,90.0,0.0,82.0,91.1,"166,987","13,692,966","1,820,125",59.0,0.0,59.0,100.0,"162,360","9,579,263","1,565,452",34.0,0.0,31.0,91.2,"170,392","5,282,156","700,006",35.0,0.0,34.0,97.1,"137,664","4,680,583","1,074,552",97.0,0.0,55.0,56.7,"103,984","5,719,127","1,927,273",0.0,0.0,0.0,0.0,0,"2,840,000",0,0.0,0.0,0.0,0.0,0,"11,700,000",0
2016-10-30,Sun,88.0,0.0,64.0,72.7,"122,863","7,863,258","1,533,538",59.0,0.0,19.0,32.2,"119,981","2,279,630","315,451",34.0,0.0,24.0,70.6,"88,638","2,127,303","977,281",35.0,0.0,22.0,62.9,"94,693","2,083,249","354,549",97.0,0.0,10.0,10.3,"71,248","712,481","109,092",0.0,0.0,0.0,0.0,0,"6,070,000",0,0.0,0.0,0.0,0.0,0,"4,000,000",0
2016-10-31,Mon,90.0,0.0,66.0,73.3,"110,457","7,290,137","1,114,949",59.0,0.0,19.0,32.2,"114,217","2,170,115","137,273",34.0,0.0,17.0,50.0,"91,925","1,562,720","236,366",35.0,0.0,12.0,34.3,"94,100","1,129,204","109,092",98.0,0.0,68.0,69.4,"90,618","6,162,021","576,000",0.0,0.0,0.0,0.0,0,"1,360,000",0,0.0,0.0,0.0,0.0,0,"28,847,321",0
2016-11-01,Tue,89.0,1.0,52.0,58.4,"110,970","5,770,415","960,676",59.0,0.0,49.0,83.1,"106,178","5,202,706",0,34.0,0.0,15.0,44.1,"94,800","1,421,993","81,819",35.0,0.0,8.0,22.9,"81,045","648,361",0,98.0,0.0,59.0,60.2,"90,601","5,345,449",0,0.0,0.0,0.0,0.0,0,"223,091",0,0.0,0.0,0.0,0.0,0,"1,800,000",0
2016-11-02,Wed,87.0,0.0,46.0,52.9,"117,687","5,413,594","667,178",58.0,1.0,51.0,87.9,"102,090","5,206,577","72,726",34.0,0.0,18.0,52.9,"80,877","1,455,790","136,365",35.0,0.0,7.0,20.0,"66,480","465,360","109,092",98.0,0.0,67.0,68.4,"88,779","5,948,171",0,0.0,0.0,0.0,0.0,0,"4,670,880",0,,,,,,,
2016-11-03,Thu,89.0,0.0,87.0,97.8,"124,646","10,844,188","1,472,268",59.0,0.0,56.0,94.9,"119,587","6,696,884","43,636",34.0,0.0,31.0,91.2,"96,685","2,997,225","246,274",35.0,0.0,13.0,37.1,"73,013","949,174","163,638",97.0,1.0,58.0,59.8,"90,596","5,254,540",0,0.0,0.0,0.0,0.0,0,"1,200,000",0,,,,,,,
2016-11-04,Fri,90.0,0.0,86.0,95.6,"164,960","14,186,521","1,742,492",59.0,0.0,55.0,93.2,"132,974","7,313,595","206,363",34.0,0.0,32.0,94.1,"109,082","3,490,627","136,365",35.0,0.0,29.0,82.9,"122,536","3,553,546","490,914",97.0,0.0,69.0,71.1,"88,768","6,124,993",0,0.0,0.0,0.0,0.0,0,"1,520,000",0,0.0,0.0,0.0,0.0,0,"700,000",0
2016-11-05,Sat,90.0,0.0,73.0,81.1,"166,317","12,141,131","1,474,356",59.0,0.0,59.0,100.0,"148,910","8,785,698","1,534,543",34.0,0.0,32.0,94.1,"171,890","5,500,478","510,912",35.0,0.0,34.0,97.1,"141,168","4,799,707","578,187",97.0,0.0,86.0,88.7,"90,723","7,802,170","55,455",0.0,0.0,0.0,0.0,0,"7,200,000",0,0.0,0.0,0.0,0.0,0,"7,500,000",0
2016-11-06,Sun,90.0,0.0,72.0,80.0,"118,380","8,523,325","1,455,174",59.0,0.0,19.0,32.2,"120,239","2,284,538","238,179",34.0,0.0,27.0,79.4,"94,213","2,543,762","892,280",35.0,0.0,8.0,22.9,"117,070","936,562","81,819",97.0,0.0,63.0,64.9,"92,439","5,823,631","36,364",0.0,0.0,0.0,0.0,0,"4,330,000",0,,,,,,,
2016-11-07,Mon,90.0,0.0,50.0,55.6,"108,323","5,416,163","1,062,902",59.0,0.0,14.0,23.7,"105,039","1,470,540","41,818",34.0,0.0,4.0,11.8,"96,458","385,832","618,187",35.0,0.0,9.0,25.7,"94,117","847,057","54,546",98.0,0.0,58.0,59.2,"89,835","5,210,449",0,,,,,,,,,,,,,,
2016-11-08,Tue,90.0,0.0,25.0,27.8,"119,811","2,995,267","410,680",59.0,0.0,44.0,74.6,"101,942","4,485,440","25,455",34.0,0.0,19.0,55.9,"97,825","1,858,677","36,364",35.0,0.0,12.0,34.3,"87,564","1,050,771",0,97.0,1.0,58.0,59.8,"92,375","5,357,722",0,0.0,0.0,0.0,0.0,0,"1,200,000",0,0.0,0.0,0.0,0.0,0,"2,500,000",0
2016-11-09,Wed,90.0,0.0,32.0,35.6,"115,018","3,680,574","591,315",59.0,0.0,49.0,83.1,"116,030","5,685,450","3,854,908",34.0,0.0,21.0,61.8,"82,907","1,741,040","129,273",35.0,0.0,7.0,20.0,"93,194","652,361","95,455",92.0,6.0,70.0,76.1,"103,149","7,220,449","448,000",0.0,0.0,0.0,0.0,0,"3,600,000",0,0.0,0.0,0.0,0.0,0,"2,300,000",0
2016-11-10,Thu,90.0,0.0,53.0,58.9,"124,157","6,580,340","848,588",59.0,0.0,54.0,91.5,"112,373","6,068,165","2,299,067",34.0,0.0,31.0,91.2,"103,545","3,209,903","209,092",35.0,0.0,10.0,28.6,"88,936","889,359","136,364",97.0,1.0,77.0,79.4,"93,506","7,199,987","448,000",0.0,0.0,0.0,0.0,0,"80,000",0,0.0,0.0,0.0,0.0,0,"1,400,000",0
2016-11-11,Fri,90.0,0.0,52.0,57.8,"160,952","8,369,511","942,585",59.0,0.0,51.0,86.4,"126,069","6,429,538","585,454",34.0,0.0,27.0,79.4,"121,501","3,280,540","81,819",35.0,0.0,19.0,54.3,"114,562","2,176,672","365,458",98.0,0.0,96.0,98.0,"98,661","9,471,428",0,0.0,0.0,0.0,0.0,0,"5,200,000",0,0.0,0.0,0.0,0.0,0,"7,500,000",0
2016-11-12,Sat,90.0,0.0,58.0,64.4,"162,986","9,453,197","1,077,857",59.0,0.0,59.0,100.0,"153,286","9,043,885","1,567,269",34.0,0.0,34.0,100.0,"162,144","5,512,911","509,095",35.0,0.0,35.0,100.0,"137,102","4,798,554","733,643",98.0,0.0,97.0,99.0,"91,246","8,850,892",0,0.0,0.0,0.0,0.0,0,"3,000,000",0,0.0,0.0,0.0,0.0,0,"3,849,091",0
2016-11-13,Sun,88.0,0.0,47.0,53.4,"110,645","5,200,329","889,541",59.0,0.0,15.0,25.4,"108,212","1,623,177","181,817",34.0,0.0,19.0,55.9,"86,619","1,645,765","1,136,374",35.0,0.0,14.0,40.0,"81,233","1,137,257","218,183",98.0,0.0,61.0,62.2,"86,952","5,304,085",0,0.0,0.0,0.0,0.0,0,"4,796,364",0,,,,,,,
2016-11-14,Mon,90.0,0.0,39.0,43.3,"103,682","4,043,592","671,950",59.0,0.0,14.0,23.7,"102,207","1,430,903","92,726",34.0,0.0,17.0,50.0,"94,468","1,605,952","500,005",35.0,0.0,6.0,17.1,"84,538","507,230","81,819",98.0,0.0,81.0,82.7,"90,797","7,354,538",0,,,,,,,,,,,,,,
2016-11-15,Tue,90.0,0.0,52.0,57.8,"106,842","5,555,782","1,123,677",59.0,0.0,31.0,52.5,"99,648","3,089,075","-352,728",34.0,0.0,10.0,29.4,"89,641","896,407","227,275",35.0,0.0,3.0,8.6,"90,909","272,726",0,98.0,0.0,84.0,85.7,"93,452","7,849,994",0,0.0,0.0,0.0,0.0,0,"1,760,000",0,,,,,,,
2016-11-16,Wed,90.0,0.0,61.0,67.8,"109,500","6,679,526","1,177,723",59.0,0.0,22.0,37.3,"109,801","2,415,627","165,455",34.0,0.0,16.0,47.1,"84,543","1,352,688","223,729",35.0,0.0,13.0,37.1,"76,020","988,263","54,546",98.0,0.0,72.0,73.5,"91,035","6,554,536",0,0.0,0.0,0.0,0.0,0,"1,920,000",0,,,,,,,
2016-11-17,Thu,90.0,0.0,82.0,91.1,"122,196","10,020,040","1,362,141",59.0,0.0,51.0,86.4,"107,878","5,501,803","1,363,621",34.0,0.0,17.0,50.0,"86,308","1,467,228","149,819",35.0,0.0,19.0,54.3,"79,137","1,503,597","190,910",98.0,0.0,66.0,67.3,"91,715","6,053,172",0,,,,,,,,,,,,,,
2016-11-18,Fri,90.0,0.0,83.0,92.2,"156,843","13,017,951","1,575,408",59.0,0.0,57.0,96.6,"144,345","8,227,665","2,088,827",34.0,0.0,32.0,94.1,"117,174","3,749,580","236,001",35.0,0.0,30.0,85.7,"124,065","3,721,936","409,095",92.0,5.0,82.0,89.1,"117,470","9,632,531",0,0.0,0.0,0.0,0.0,0,"5,920,000",0,0.0,0.0,0.0,0.0,0,"4,900,000",0
2016-11-19,Sat,90.0,0.0,74.0,82.2,"160,931","11,908,890","1,723,993",59.0,0.0,57.0,96.6,"151,950","8,661,163","1,560,908",34.0,0.0,34.0,100.0,"177,990","6,051,668","436,368",35.0,0.0,32.0,91.4,"135,603","4,339,311","672,734",50.0,47.0,44.0,88.0,"223,058","9,814,540","3,584,000",0.0,0.0,0.0,0.0,0,"4,270,000",0,0.0,0.0,0.0,0.0,0,"1,600,000",0
2016-11-20,Sun,90.0,0.0,67.0,74.4,"113,422","7,599,246","1,269,358",59.0,0.0,20.0,33.9,"134,954","2,699,083","300,909",34.0,0.0,25.0,73.5,"92,579","2,314,468","927,281",35.0,0.0,11.0,31.4,"80,215","882,365","150,001",98.0,0.0,7.0,7.1,"83,766","586,362","6,644,364",0.0,0.0,0.0,0.0,0,"4,180,000",0,,,,,,,
2016-11-21,Mon,90.0,0.0,27.0,30.0,"108,696","2,934,780","496,952",59.0,0.0,11.0,18.6,"77,314","850,452",0,34.0,0.0,7.0,20.6,"81,081","567,570","509,096",35.0,0.0,7.0,20.0,"79,287","555,010","109,092",98.0,0.0,4.0,4.1,"52,614","210,454","17,273",,,,,,,,0.0,0.0,0.0,0.0,0,"2,820,000",0
2016-11-22,Tue,90.0,0.0,21.0,23.3,"103,901","2,181,917","357,861",59.0,0.0,54.0,91.5,"95,758","5,170,908",0,34.0,0.0,10.0,29.4,"99,727","997,270","54,546",35.0,0.0,4.0,11.4,"105,149","420,594",0,98.0,0.0,4.0,4.1,"72,386","289,545",0,0.0,0.0,0.0,0.0,0,"1,280,000",0,0.0,0.0,0.0,0.0,0,"900,000",0
2016-11-23,Wed,90.0,0.0,35.0,38.9,"106,174","3,716,075","669,587",59.0,0.0,8.0,13.6,"94,772","758,179","69,090",34.0,0.0,22.0,64.7,"112,727","2,479,999","152,183",35.0,0.0,2.0,5.7,"89,843","179,686",0,98.0,0.0,18.0,18.4,"104,040","1,872,727","1,184,000",0.0,0.0,0.0,0.0,0,"6,400,000",0,,,,,,,
2016-11-24,Thu,89.0,1.0,47.0,52.8,"115,141","5,411,614","703,134",59.0,0.0,13.0,22.0,"150,594","1,957,721","90,908",34.0,0.0,4.0,11.8,"102,296","409,185","45,455",35.0,0.0,5.0,14.3,"76,363","381,816",0,98.0,0.0,17.0,17.3,"102,673","1,745,446",0,,,,,,,,,,,,,,
2016-11-25,Fri,90.0,0.0,58.0,64.4,"159,911","9,274,811","836,540",58.0,1.0,51.0,87.9,"137,149","6,994,607","382,726",34.0,0.0,31.0,91.2,"111,897","3,468,802","85,000",35.0,0.0,22.0,62.9,"112,243","2,469,336","354,549",92.0,5.0,78.0,84.8,"119,802","9,344,537","4,176,000",0.0,0.0,0.0,0.0,0,"4,410,000",0,0.0,0.0,0.0,0.0,0,"1,200,000",0
